Date,Sex,Team/ athlete 1 / country,Team/ athlete 2/ country,Sport,Event,Result,Type of result,Position,Qualify?,Record?,
08/04/2012,W,Russian Fed.,Ukraine,Fencing,Women's Epee Team Quarter-final 4,45-34,score,,,,
08/04/2012,W,Italy,Ukraine,Fencing,Women's Epee Team Placement 7-8,45-40,score,,,,
08/04/2012,M,France,Spain,Tennis,Men's Doubles Bronze Medal Match,7-6 6-2,score,,,,
08/04/2012,W,Australia,South Africa,Hockey,Women's Pool WB Match W19,1-0,score,,,,
08/04/2012,M,Ruben Limardo Gascon (Ven),Seth Kelsey,Fencing,Men's Epee Individual Semi-final Semi-final 1,(USA) 6-5,score,,,,
08/04/2012,W,United States,Russian Fed.,Tennis,Women's Doubles Semi-final,7-5 6-4,score,,,,
08/04/2012,W,United States,Russian Fed.,Fencing,Women's Epee Team Bronze Medal Match,31-30,score,,,,
08/04/2012,W,China,Russian Fed.,Fencing,Women's Epee Team Semi-final 2,20-19,score,,,,
08/04/2012,W,Germany,Romania,Fencing,Women's Epee Team Placement 5-6,45-36,score,,,,
08/04/2012,W,Korea,Romania,Fencing,Women's Epee Team Quarter-final 1,45-38,score,,,,
08/04/2012,M,Argentina,Nigeria,Basketball,Men's Preliminary rd Group A,93-79,score,,,,
08/04/2012,W,China,Netherlands,Table Tennis,Women's Team Quarter-final 1,3-0,score,,,,
08/04/2012,W,Netherlands,Korea,Hockey,Women's Pool WA Match W20,03-Feb,score,,,,
08/04/2012,M,Denmark,Korea,Badminton,Men's Doubles Semi-Final,2-1 (17-21 21-18 22-20),score,,,,
08/04/2012,W,China,Korea,Fencing,Women's Epee Team Gold Medal Match,39-25,score,,,,
08/04/2012,M,Italy,Kazakhstan,Water Polo,Men's Preliminary rd - Group A,09-Jun,score,,,,
08/04/2012,W,China,Japan,Badminton,Women's Doubles Gold Medal Match,2-0 (21-10 25-23),score,,,,
08/04/2012,W,United States,Italy,Fencing,Women's Epee Team Quarter-final 2,45-35,score,,,,
08/04/2012,W,Romania,Italy,Fencing,Women's Epee Team Classification 5-8,45-38,score,,,,
08/04/2012,*,Belarus,India,Tennis,Mixed Doubles Quarter-final,7-5 7-6,score,,,,
08/04/2012,W,Korea,Hong,Table Tennis,Women's Team Quarter-final 2,Kong 3-0,score,,,,
08/04/2012,W,China,Great Britain,Hockey,Women's Pool WA Match W24,02-Jan,score,,,,
08/04/2012,M,Australia,Great Britain,Basketball,Men's Preliminary rd Group B,106-75,score,,,,
08/04/2012,W,Argentina,Germany,Hockey,Women's Pool WB Match W22,03-Jan,score,,,,
08/04/2012,W,Japan,Germany,Table Tennis,Women's Team Quarter-final 4,3-0,score,,,,
08/04/2012,W,China,Germany,Fencing,Women's Epee Team Quarter-final 3,45-42,score,,,,
08/04/2012,M,United States,France,Tennis,Men's Doubles Gold Medal Match,6-4 7-6,score,,,,
08/04/2012,M,Korea,DPR,Table Tennis,Men's Team 1st rd,Korea 3-1,score,,,,
08/04/2012,W,Singapore,DPR,Table Tennis,Women's Team Quarter-final 3,Korea 3-0,score,,,,
08/04/2012,W,United States,Czech Republic,Basketball,Women's Preliminary rd Group A,88-61,score,,,,
08/04/2012,W,Russian Fed.,Canada,Badminton,Women's Doubles Bronze Medal Match,2-0 (21-9 21-10),score,,,,
08/04/2012,W,Japan,Belgium,Hockey,Women's Pool WA Match W23,01-Jan,score,,,,
08/04/2012,M,Germany,Tunisia,Volleyball,Men's Preliminary - Pool B Match 19,3-0,points,,,,
08/04/2012,M,Netherlands,Switzerland,Beach Volleyball,Men's rd of 16 - Match 45,2-0,points,,,,
08/04/2012,W,Italy,Spain,Beach Volleyball,Women's rd of 16 - Match 44,2-0,points,,,,
08/04/2012,M,United States,Russian Fed.,Beach Volleyball,Men's rd of 16 - Match 42,2-0,points,,,,
08/04/2012,W,China,Russian Fed.,Beach Volleyball,Women's rd of 16 - Match 45,2-0,points,,,,
08/04/2012,W,United States,Netherlands,Beach Volleyball,Women's rd of 16 - Match 43,2-0,points,,,,
08/04/2012,M,Germany,Latvia,Beach Volleyball,Men's rd of 16 - Match 43,2-0,points,,,,
08/04/2012,M,Serbia,Korea,Handball,Men's Preliminaries Group B - Match 20,28-22,points,,,,
08/04/2012,M,Spain,Hungary,Handball,Men's Preliminaries Group B - Match 24,33-22,points,,,,
08/04/2012,M,Poland,Great Britain,Volleyball,Men's Preliminary - Pool A Match 21,3-0,points,,,,
08/04/2012,M,Tunisia,Great Britain,Handball,Men's Preliminaries Group A - Match 19,34-17,points,,,,
08/04/2012,M,Brazil,Germany,Beach Volleyball,Men's rd of 16 - Match 39,2-0,points,,,,
08/04/2012,M,Iceland,France,Handball,Men's Preliminaries Group A - Match 23,30-29,points,,,,
08/04/2012,M,Croatia,Denmark,Handball,Men's Preliminaries Group B - Match 22,32-21,points,,,,
08/04/2012,M,Argentina,Bulgaria,Volleyball,Men's Preliminary - Pool A Match 24,03-Jan,points,,,,
08/04/2012,W,Czech Republic,Brazil,Beach Volleyball,Women's rd of 16 - Match 41,02-Jan,points,,,,
08/04/2012,M,Italy,Australia,Volleyball,Men's Preliminary - Pool A Match 23,03-Feb,points,,,,
08/04/2012,M,Sweden,Argentina,Handball,Men's Preliminaries Group A - Match 21,29-13,points,,,,
08/04/2012,M,Mexico,Senegal,Football,Men's Q/Final - Match 27 - C1 vs D2,04-Feb,goals,,,,
08/04/2012,M,Brazil,Honduras,Football,Men's Q/Final - Match 26 - B1 vs A2,03-Feb,goals,,,,
08/04/2012,M,Korea,Great Britain,Football,Men's Q/Final - Match 25 - D1 vs C2,01-Jan,goals,,,,
08/04/2012,M,Japan,Egypt,Football,Men's Q/Final - Match 28 - A1 vs B2,3-0,goals,,,,
08/04/2012,M,H,,Cycling Track,Men's Sprint 1/16 Finals - Heat 6,REL,time,,,,
08/04/2012,M,H,,Cycling Track,Men's Sprint 1/8 Finals - Heat 3,REL,time,,,,
08/04/2012,W,V,,Cycling Track,Women's Team Sprint 1st rd - Heat 3,REL,time,,,,
08/05/2012,W,Stoyka Petrova,Bulgaria,Siona Fernandes,New Zealand,Boxing,Women's Fly (51kg) rd of 16,23-Nov,points,,
08/05/2012,M,Teymur Mammadov,Azerbaijan,Siarhei Karneyeu,Belarus,Boxing,Men's Heavy (91kg) Quarter-final 3,19-19,points,,
08/05/2012,M,John Joe Nevin,Ireland,Oscar Valdez Fierro,Mexico,Boxing,Men's Bantam (56kg) Quarter-final 2,19-13,points,,
08/05/2012,M,Satoshi Shimizu,Japan,Mohamed Amine Ouadahi,Algeria,Boxing,Men's Bantam (56kg) Quarter-final 4,17-15,points,,
08/05/2012,M,Oleksandr Usyk,Ukraine,Artur Beterbiev,Russian Federation,Boxing,Men's Heavy (91kg) Quarter-final 1,17-13,points,,
08/05/2012,M,Luke Campbell,United Kingdom,Detelin Dalakliev,Bulgaria,Boxing,Men's Bantam (56kg) Quarter-final 3,16-15,points,,
08/05/2012,M,Lazaro Alvarez Estrada,Cuba,Robenilson Vieira De Jesus,Brazil,Boxing,Men's Bantam (56kg) Quarter-final 1,16-Nov,points,,
08/05/2012,W,Edith Ogoke,Nigeria,Elena Vystropova,Azerbaijan,Boxing,Women's Middle (75kg) rd of 16,14-Dec,points,,
08/05/2012,M,Tervel Pulev,Bulgaria,Yamil Peralta Jara,Argentina,Boxing,Men's Heavy (91kg) Quarter-final 2,13-Oct,points,,
08/05/2012,M,Clemente Russo,Italy,Jose Larduet Gomez,Cuba,Boxing,Men's Heavy (91kg) Quarter-final 4,12-Oct,points,,
08/05/2012,W,Caitriona Jennings,Ireland,Athletics,Women's Marathon,3:22:11,metres,107,,,
08/05/2012,W,Juventina Napoleao,Timor-Leste,Athletics,Women's Marathon,3:05:07,metres,106,,PB,
08/05/2012,W,Ni Lar San,Myanmar,Athletics,Women's Marathon,3:04:27,metres,105,,,
08/05/2012,W,Konstadina Kefala,Greece,Athletics,Women's Marathon,3:01:18,metres,104,,,
08/05/2012,W,Evelin Talts,Estonia,Athletics,Women's Marathon,2:54:15,metres,103,,,
08/05/2012,W,Otgonbayar Luvsanlundeg,Mongolia,Athletics,Women's Marathon,2:52:15,metres,102,,,
08/05/2012,W,Claudette Mukasakindi,Rwanda,Athletics,Women's Marathon,2:51:07,metres,101,,,
08/05/2012,W,Benita Willis,Australia,Athletics,Women's Marathon,2:49:38,metres,100,,,
08/05/2012,W,Katarina Beresova,Slovakia,Athletics,Women's Marathon,2:48:11,metres,99,,,
08/05/2012,W,Dace Lina,Latvia,Athletics,Women's Marathon,2:47:47,metres,98,,,
08/05/2012,W,Vanessa Veiga,Spa,Athletics,Women's Marathon,2:46:53,metres,97,,,
08/05/2012,W,Seongeun Kim,"Korea, Republic Of",Athletics,Women's Marathon,2:46:38,metres,96,,,
08/05/2012,W,Aniko Kalovics,Hungary,Athletics,Women's Marathon,2:45:55,metres,95,,,
08/05/2012,W,Yolimar Pineda,"Venezuela, Bolivarian Republic Of",Athletics,Women's Marathon,2:45:16,metres,94,,,
08/05/2012,W,Jane Suuto,Uganda,Athletics,Women's Marathon,2:44:46,metres,93,,,
08/05/2012,W,Zsofia Erdelyi,Hungary,Athletics,Women's Marathon,2:44:45,metres,92,,,
08/05/2012,W,Gabriela Trana,Costa Rica,Athletics,Women's Marathon,2:43:17,metres,91,,,
08/05/2012,W,Mamorallo Tjoka,Lesotho,Athletics,Women's Marathon,2:43:15,metres,90,,SB,
08/05/2012,W,Ummu Kiraz,Turkey,Athletics,Women's Marathon,2:43:07,metres,89,,,
08/05/2012,W,Zana Jereb,Slovenia,Athletics,Women's Marathon,2:42:50,metres,88,,,
08/05/2012,W,Leena Puotiniemi,Finland,Athletics,Women's Marathon,2:42:01,metres,87,,,
08/05/2012,W,Constantina Dita,Rou,Athletics,Women's Marathon,2:41:34,metres,86,,,
08/05/2012,W,Beata Rakonczai,Hungary,Athletics,Women's Marathon,2:41:20,metres,85,,,
08/05/2012,W,Triyaningsih,Indonesia,Athletics,Women's Marathon,2:41:15,metres,84,,,
08/05/2012,W,Rosa Chacha,Ecuador,Athletics,Women's Marathon,2:40:57,metres,83,,SB,
08/05/2012,W,Maria Peralta,Argentina,Athletics,Women's Marathon,2:40:50,metres,82,,,
08/05/2012,W,Tanith Maxwell,South Africa,Athletics,Women's Marathon,2:40:27,metres,81,,,
08/05/2012,W,Amira Ben Amor,Tunisia,Athletics,Women's Marathon,2:40:13,metres,80,,NR,
08/05/2012,W,Risa Shigetomo,Japan,Athletics,Women's Marathon,2:40:06,metres,79,,,
08/05/2012,W,Olga Dubovskaya,Belarus,Athletics,Women's Marathon,2:39:12,metres,78,,,
08/05/2012,W,Sladana Perunovic,Mne,Athletics,Women's Marathon,2:39:07,metres,77,,NR,
08/05/2012,W,Kyung-Hee Lim,"Korea, Republic Of",Athletics,Women's Marathon,2:39:03,metres,76,,,
08/05/2012,W,Remalda Kergyte,Lithuania,Athletics,Women's Marathon,2:39:01,metres,75,,,
08/05/2012,W,Mi-Gyong Kim,"Korea, Democratic People's Republic Of",Athletics,Women's Marathon,2:38:33,metres,74,,,
08/05/2012,W,Samira Raif,Morocco,Athletics,Women's Marathon,2:38:31,metres,73,,SB,
08/05/2012,W,Sultan Haydar,Turkey,Athletics,Women's Marathon,2:38:26,metres,72,,,
08/05/2012,W,Ana Subotic,Srb,Athletics,Women's Marathon,2:38:22,metres,71,,,
08/05/2012,W,Dailin Belmonte,Cuba,Athletics,Women's Marathon,2:38:08,metres,70,,PB,
08/05/2012,W,Natalia Romero,Chile,Athletics,Women's Marathon,2:37:47,metres,69,,,
08/05/2012,W,Ava Hutchinson,Ireland,Athletics,Women's Marathon,2:37:17,metres,68,,,
08/05/2012,W,Ivana Sekyrova,Czech Republic,Athletics,Women's Marathon,2:37:14,metres,67,,,
08/05/2012,W,Linda Byrne,Ireland,Athletics,Women's Marathon,2:37:13,metres,66,,,
08/05/2012,W,Natalia Cerches,Mol,Athletics,Women's Marathon,2:37:13,metres,65,,PB,
08/05/2012,W,Erika Olivera,Chile,Athletics,Women's Marathon,2:36:41,metres,64,,SB,
08/05/2012,W,Bahar Dogan,Turkey,Athletics,Women's Marathon,2:36:35,metres,63,,,
08/05/2012,W,Lishan Dula,Bahrain,Athletics,Women's Marathon,2:36:20,metres,62,,,
08/05/2012,*,Ahmad Saber Hamcho,Syrian Arab Republic,Equestrian,Jumping Individual 2nd Qualifier,29,points,62,,,
08/05/2012,*,Rodrigo Carrasco,Chile,Equestrian,Jumping Individual 2nd Qualifier,17,points,61,,,
08/05/2012,W,Maria Elena Espeso,Spa,Athletics,Women's Marathon,2:36:12,metres,61,,,
08/05/2012,*,Jamal Rahimov,Azerbaijan,Equestrian,Jumping Individual 2nd Qualifier,13,points,60,,,
08/05/2012,W,Iuliia Andreeva,Kir,Athletics,Women's Marathon,2:36:01,metres,60,,,
08/05/2012,W,Rehaset Mehari,Eritrea,Athletics,Women's Marathon,2:35:49,metres,59,,,
08/05/2012,*,Katharina Offel,Ukraine,Equestrian,Jumping Individual 2nd Qualifier,12,points,59,,,
08/05/2012,*,Rodrigo Diaz,Colombia,Equestrian,Jumping Individual 2nd Qualifier,10,points,58,,,
08/05/2012,W,Jiali Wang,China,Athletics,Women's Marathon,2:35:46,metres,58,,,
08/05/2012,*,Samuel Parot,Chile,Equestrian,Jumping Individual 2nd Qualifier,9,points,57,,,
08/05/2012,W,Claire Hallissey,United Kingdom,Athletics,Women's Marathon,2:35:39,metres,57,,,
08/05/2012,W,Kyong-Hui Jon,"Korea, Democratic People's Republic Of",Athletics,Women's Marathon,2:35:17,metres,56,,,
08/05/2012,W,Wilma Arizapana,Peru,Athletics,Women's Marathon,2:35:09,metres,55,,,
08/05/2012,W,Andrea Mayr,Austria,Athletics,Women's Marathon,2:34:51,metres,54,,,
08/05/2012,W,Maja Neuenschwander,Swi,Athletics,Women's Marathon,2:34:50,metres,53,,,
08/05/2012,W,Lisa Christina Stublic,Croatia,Athletics,Women's Marathon,2:34:03,metres,52,,,
08/05/2012,W,Erika Abril,Colombia,Athletics,Women's Marathon,2:33:33,metres,51,,NR,
08/05/2012,W,Karina Perez,Mexico,Athletics,Women's Marathon,2:33:30,metres,50,,,
08/05/2012,W,Kum-Ok Kim,"Korea, Democratic People's Republic Of",Athletics,Women's Marathon,2:33:30,metres,49,,,
08/05/2012,W,Olena Burkovska,Ukraine,Athletics,Women's Marathon,2:33:26,metres,48,,,
08/05/2012,W,Adriana Aparecida Da Silva,Brazil,Athletics,Women's Marathon,2:33:15,metres,47,,,
08/05/2012,W,Marisol Romero,Mexico,Athletics,Women's Marathon,2:33:08,metres,46,,,
08/05/2012,*,Reed Kessler,United States,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Philippe Le Jeune,Belgium,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Penelope Leprevost,France,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Meredith Michaels-Beerbaum,Germany,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,W,Lidia Simon,Rou,Athletics,Women's Marathon,2:32:46,metres,45,,SB,
08/05/2012,*,Jur Vrieling,Netherlands,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Julia Hargreaves,Australia,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Jillian Terceira,Bermuda,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Jens Fredricson,Sweden,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Dirk Demeersman,Belgium,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Cian O'connor,Ireland,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Carlos Milthaler,Chile,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,*,Billy Twomey,Ireland,Equestrian,Jumping Individual 2nd Qualifier,8,points,45,,,
08/05/2012,W,Freya Murray,United Kingdom,Athletics,Women's Marathon,2:32:14,metres,44,,,
08/05/2012,*,Simon Delestre,France,Equestrian,Jumping Individual 2nd Qualifier,6,points,43,,,
08/05/2012,W,Gladys Tejeda,Peru,Athletics,Women's Marathon,2:32:07,metres,43,,PB,
08/05/2012,*,Federico Fernandez,Mexico,Equestrian,Jumping Individual 2nd Qualifier,6,points,43,,,
08/05/2012,W,Aselefech Mergia,Ethiopia,Athletics,Women's Marathon,2:32:03,metres,42,,,
08/05/2012,W,Yunhee Chung,"Korea, Republic Of",Athletics,Women's Marathon,2:31:58,metres,41,,,
08/05/2012,W,Maureen Jelagat Maiyo,Kenya,Athletics,Women's 400m Hurdles rd 1,01:02.2,metres,41,,,
08/05/2012,*,Tomas Couve Correa,Chile,Equestrian,Jumping Individual 2nd Qualifier,5,points,40,,,
08/05/2012,W,Noraseela Mohd Khalid,Malaysia,Athletics,Women's 400m Hurdles rd 1,01:00.2,metres,40,,,
08/05/2012,*,Karim El Zoghby,Egypt,Equestrian,Jumping Individual 2nd Qualifier,5,points,40,,,
08/05/2012,W,Jessica Draskau-Petersson,Denmark,Athletics,Women's Marathon,2:31:43,metres,40,,PB,
08/05/2012,*,Cassio Rivetti,Ukraine,Equestrian,Jumping Individual 2nd Qualifier,5,points,40,,,
08/05/2012,W,Princesa Oliveros,Colombia,Athletics,Women's 400m Hurdles rd 1,58.95,metres,39,,,
08/05/2012,W,Jessica Trengove,Australia,Athletics,Women's Marathon,2:31:17,metres,39,,,
08/05/2012,W,Tatyana Azarova,Kazakhstan,Athletics,Women's 400m Hurdles rd 1,58.53,metres,38,,,
08/05/2012,M,Nikola Saranovic,Mne,Shooting,50m Pistol Men's Qualification,524,points,38,,,
08/05/2012,W,Beata Naigambo,Namibia,Athletics,Women's Marathon,2:31:16,metres,38,,,
08/05/2012,W,Souad Ait Salem,Algeria,Athletics,Women's Marathon,2:31:15,metres,37,,,
08/05/2012,W,Nikolina Horvat,Croatia,Athletics,Women's 400m Hurdles rd 1,58.49,metres,37,,,
08/05/2012,M,Arben Kucana,Albania,Shooting,50m Pistol Men's Qualification,524,points,37,,,
08/05/2012,M,Ahmed Habash,Egypt,Sailing,RS:X - Men's Windsurfer - Race 10,37,points,37,,,
08/05/2012,M,Sergio Sanchez,Guatemala,Shooting,50m Pistol Men's Qualification,533,points,36,,,
08/05/2012,M,Luka Mratovic,Croatia,Sailing,RS:X - Men's Windsurfer - Race 10,36,points,36,,,
08/05/2012,W,Karolina Jarzynska,Poland,Athletics,Women's Marathon,2:30:57,metres,36,,,
08/05/2012,W,Ghfran Almouhamad,Syrian Arab Republic,Athletics,Women's 400m Hurdles rd 1,58.09,metres,36,,,
08/05/2012,M,Roger Daniel,Trinidad and Tobago,Shooting,50m Pistol Men's Qualification,539,points,35,,,
08/05/2012,W,Rene Kalmer,South Africa,Athletics,Women's Marathon,2:30:51,metres,35,,,
08/05/2012,W,Natalya Asanova,Uzbekistan,Athletics,Women's 400m Hurdles rd 1,58.05,metres,35,,,
08/05/2012,M,Johannes Ahun,Estonia,Sailing,RS:X - Men's Windsurfer - Race 10,35,points,35,,,
08/05/2012,M,Vyacheslav Podlesnyy,Kazakhstan,Shooting,50m Pistol Men's Qualification,540,points,34,,,
08/05/2012,W,Sviatlana Kouhan,Belarus,Athletics,Women's Marathon,2:30:26,metres,34,,,
08/05/2012,M,Ek Boonsawad,Thailand,Sailing,RS:X - Men's Windsurfer - Race 10,34,points,34,,,
08/05/2012,W,Egle Staisiunaite,Lithuania,Athletics,Women's 400m Hurdles rd 1,57.79,metres,34,,,
08/05/2012,M,Andrei Kavalenka,Belarus,Shooting,Trap Men's Qualification - Day 1,59,points,34,,,
08/05/2012,W,Nastassia Staravoitava,Belarus,Athletics,Women's Marathon,2:30:25,metres,33,,,
08/05/2012,M,Mikalai Zhukavets,Belarus,Sailing,RS:X - Men's Windsurfer - Race 10,33,points,33,,,
08/05/2012,W,Lucy Jaramillo,Ecuador,Athletics,Women's 400m Hurdles rd 1,57.74,metres,33,,,
08/05/2012,M,Joan Tomas Roca,Andorra,Shooting,Trap Men's Qualification - Day 1,60,points,33,,,
08/05/2012,M,Franck Dumoulin,France,Shooting,50m Pistol Men's Qualification,541,points,33,,,
08/05/2012,W,Susanne Hahn,Germany,Athletics,Women's Marathon,2:30:22,metres,32,,,
08/05/2012,M,Sebastian Wang-Hansen,Norway,Sailing,RS:X - Men's Windsurfer - Race 10,32,points,32,,,
08/05/2012,W,Raasin Mcintosh,Liberia,Athletics,Women's 400m Hurdles rd 1,57.39,metres,32,,,
08/05/2012,M,Dhaher Alaryani,United Arab Emirates,Shooting,Trap Men's Qualification - Day 1,65,points,32,,,
08/05/2012,M,Asgeir Sigurgeirsson,Icl,Shooting,50m Pistol Men's Qualification,544,points,32,,,
08/05/2012,M,Yu Du,China,Shooting,Trap Men's Qualification - Day 1,67,points,31,,,
08/05/2012,M,Tae Hoon Lee,"Korea, Republic Of",Sailing,RS:X - Men's Windsurfer - Race 09,31,points,31,,,
08/05/2012,M,Karel Lavicky,Czech Republic,Sailing,RS:X - Men's Windsurfer - Race 10,31,points,31,,,
08/05/2012,W,Janeil Bellille,Trinidad and Tobago,Athletics,Women's 400m Hurdles rd 1,57.27,metres,31,,,
08/05/2012,W,Diane Nukuri,Burundi,Athletics,Women's Marathon,2:30:13,metres,31,,NR,
08/05/2012,M,Andrei Kazak,Belarus,Shooting,50m Pistol Men's Qualification,547,points,31,,,
08/05/2012,W,Rosaria Console,Italy,Athletics,Women's Marathon,2:30:09,metres,30,,,
08/05/2012,M,Robert Willis,United States,Sailing,RS:X - Men's Windsurfer - Race 10,30,points,30,,,
08/05/2012,M,Kanstantsin Lukashyk,Belarus,Shooting,50m Pistol Men's Qualification,547,points,30,,,
08/05/2012,M,David Mier Y Teran,Mexico,Sailing,RS:X - Men's Windsurfer - Race 09,30,points,30,,,
08/05/2012,W,Christine Sonali Merrill,Sri Lanka,Athletics,Women's 400m Hurdles rd 1,57.15,metres,30,,SB,
08/05/2012,M,Ahmed Zaher,Egypt,Shooting,Trap Men's Qualification - Day 1,68,points,30,,,
08/05/2012,M,Zac Plavsic,Canada,Sailing,RS:X - Men's Windsurfer - Race 10,29,points,29,,,
08/05/2012,M,Oleh Omelchuk,Ukraine,Shooting,50m Pistol Men's Qualification,548,points,29,,,
08/05/2012,M,Juan Carlos Perez,"Bolivia, Plurinational State Of",Shooting,Trap Men's Qualification - Day 1,68,points,29,,,
08/05/2012,W,Jailma De Lima,Brazil,Athletics,Women's 400m Hurdles rd 1,57.05,metres,29,,,
08/05/2012,M,Federico Esposito,Italy,Sailing,RS:X - Men's Windsurfer - Race 09,29,points,29,,,
08/05/2012,W,Anna Incerti,Italy,Athletics,Women's Marathon,2:29:38,metres,29,,,
08/05/2012,M,Sebastian Fleischer,Denmark,Sailing,RS:X - Men's Windsurfer - Race 09,28,points,28,,,
08/05/2012,M,Dmitrii Polishchuk,Russian Federation,Sailing,RS:X - Men's Windsurfer - Race 10,28,points,28,,,
08/05/2012,W,Diana Lobacevske,Lithuania,Athletics,Women's Marathon,2:29:32,metres,28,,PB,
08/05/2012,W,Deborah Rodriguez,Uruguay,Athletics,Women's 400m Hurdles rd 1,57.04,metres,28,,NR,
08/05/2012,M,Daryl Szarenski,United States,Shooting,50m Pistol Men's Qualification,550,points,28,,,
08/05/2012,M,Danilo Caro Guarnieri,Colombia,Shooting,Trap Men's Qualification - Day 1,69,points,28,,,
08/05/2012,W,Sharolyn Scott,Costa Rica,Athletics,Women's 400m Hurdles rd 1,57.03,metres,27,,,
08/05/2012,W,Rasa Drazdauskaite,Lithuania,Athletics,Women's Marathon,2:29:29,metres,27,,PB,
08/05/2012,M,Juozas Bernotas,Lithuania,Sailing,RS:X - Men's Windsurfer - Race 10,27,points,27,,,
08/05/2012,M,Juozas Bernotas,Lithuania,Sailing,RS:X - Men's Windsurfer - Race 09,27,points,27,,,
08/05/2012,M,Ebrahim Barkhordari,"Iran, Islamic Republic Of",Shooting,50m Pistol Men's Qualification,552,points,27,,,
08/05/2012,M,Adam Vella,Australia,Shooting,Trap Men's Qualification - Day 1,69,points,27,,,
08/05/2012,M,Shahar Zubari,Israel,Sailing,RS:X - Men's Windsurfer - Race 09,26,points,26,,,
08/05/2012,M,Sebastian Fleischer,Denmark,Sailing,RS:X - Men's Windsurfer - Race 10,26,points,26,,,
08/05/2012,M,Kai Jahnsson,Finland,Shooting,50m Pistol Men's Qualification,552,points,26,,,
08/05/2012,M,Glenn Kable,Fiji,Shooting,Trap Men's Qualification - Day 1,69,points,26,,,
08/05/2012,W,Carolina S Borges-Mendelblatt,Portugal,Sailing,RS:X Women's,243,points,26,,,
08/05/2012,W,Angela Morosanu,Rou,Athletics,Women's 400m Hurdles rd 1,56.64,metres,26,,,
08/05/2012,W,Alessandra Aguilar,Spa,Athletics,Women's Marathon,2:29:19,metres,26,,,
08/05/2012,W,Sarah-Lynn Wells,Canada,Athletics,Women's 400m Hurdles rd 1,56.47,metres,25,Q,,
08/05/2012,M,Tian Zhang,China,Shooting,50m Pistol Men's Qualification,553,points,25,,,
08/05/2012,W,Tatiana Bazyuk,Russian Federation,Sailing,RS:X Women's,208,points,25,,,
08/05/2012,M,Sebastian Wang-Hansen,Norway,Sailing,RS:X - Men's Windsurfer - Race 09,25,points,25,,,
08/05/2012,M,Ryan Gregson,Australia,Athletics,Men's 1500m Semi-final,03:51.9,metres,25,,,
08/05/2012,M,Manavjit Singh Sandhu,India,Shooting,Trap Men's Qualification - Day 1,70,points,25,,,
08/05/2012,W,Jazmin Lopez Becker,Argentina,Sailing,RS:X - Women's Windsurfer - Race 10,25,points,25,,,
08/05/2012,W,Jazmin Lopez Becker,Argentina,Sailing,RS:X - Women's Windsurfer - Race 09,25,points,25,,,
08/05/2012,W,Ines Melchor,Peru,Athletics,Women's Marathon,2:28:54,metres,25,,NR,
08/05/2012,M,Aron Gadorfalvi,Hungary,Sailing,RS:X - Men's Windsurfer - Race 10,25,points,25,,,
08/05/2012,W,Xiaoxiao Huang,China,Athletics,Women's 400m Hurdles rd 1,56.29,metres,24,,,
08/05/2012,W,Tatiana Bazyuk,Russian Federation,Sailing,RS:X - Women's Windsurfer - Race 10,24,points,24,,,
08/05/2012,M,Santiago Grillo,Colombia,Sailing,RS:X - Men's Windsurfer - Race 10,24,points,24,,,
08/05/2012,W,Napalai Tansai,Thailand,Sailing,RS:X Women's,206,points,24,,,
08/05/2012,M,Liemarvin Bonevacia,Ioa,Athletics,Men's 400m Semi-final,01:36.4,metres,24,,,
08/05/2012,M,Lei Gong,China,Sailing,Finn Men's,190,points,24,,,
08/05/2012,W,Irina Konstantinova-Bontemps,Bulgaria,Sailing,RS:X - Women's Windsurfer - Race 09,24,points,24,,,
08/05/2012,W,Hilda Kibet,Netherlands,Athletics,Women's Marathon,2:28:52,metres,24,,,
08/05/2012,M,Hao Chang,"Taiwan, Province Of China",Sailing,RS:X - Men's Windsurfer - Race 09,24,points,24,,,
08/05/2012,M,Hamza Driouch,Qatar,Athletics,Men's 1500m Semi-final,03:49.4,metres,24,,,
08/05/2012,M,Francesco Bruno,Italy,Shooting,50m Pistol Men's Qualification,553,points,24,,,
08/05/2012,M,Derek Burnett,Ireland,Shooting,Trap Men's Qualification - Day 1,70,points,24,,,
08/05/2012,*,Egypt,,SynchronisedSwimming,Duets Technical Routine,76.7,time,24,,,
08/05/2012,W,Lauren Boden,Australia,Athletics,Women's 400m Hurdles rd 1,56.27,metres,23,Q,,
08/05/2012,W,Tatiana Bazyuk,Russian Federation,Sailing,RS:X - Women's Windsurfer - Race 09,23,points,23,,,
